Player,Team,Date,PTS,REB,AST,MIN,Location,Opponent
LeBron James,LAL,2025-09-03 08:27:09.593077,22.557120630903974,8.745683339415425,6.392404543078379,44.30507981508859,Home,OPP
Anthony Davis,LAL,2025-09-03 08:27:09.593077,21.96222307198822,10.549587082315202,3.1507363073041432,33.55756470855566,Home,OPP
Jayson Tatum,BOS,2025-09-03 08:27:09.593077,26.469513062794736,10.678899657202692,5.786766625841596,35.55737903623707,Home,OPP
Jaylen Brown,BOS,2025-09-03 08:27:09.593077,26.537841960452223,7.528747681604197,1.1242265043335635,32.580607361983766,Home,OPP
Stephen Curry,GSW,2025-09-03 08:27:09.593077,16.86750325404906,7.591089077784693,2.3880840818042652,35.76195985150576,Home,OPP
Kevin Durant,PHX,2025-09-03 08:27:09.593077,29.22427067838763,11.589885191420649,1.0704697788732815,40.873497084691124,Home,OPP
Nikola Jokic,DEN,2025-09-03 08:27:09.593077,26.252328666774236,5.776925847527853,5.772620442315658,27.625835227732853,Home,OPP
Jimmy Butler,MIA,2025-09-03 08:27:09.593077,33.20424731672238,8.696361770409464,7.02120160774091,31.913977016312977,Home,OPP
Luka Doncic,DAL,2025-09-03 08:27:09.593077,36.09512622816024,6.800977957229627,6.783938733315824,39.9894937326586,Home,OPP
Giannis Antetokounmpo,MIL,2025-09-03 08:27:09.593077,29.47473694357935,8.823925645495306,2.207182628530194,30.315698189086394,Home,OPP
LeBron James,LAL,2025-09-06 08:27:09.593077,30.622016554319373,9.737467731889323,6.5709920325220414,33.986558856900324,Away,OPP
Anthony Davis,LAL,2025-09-06 08:27:09.593077,18.312990775108254,14.816504801207984,0.008784164329012079,38.85319784292933,Away,OPP
Jayson Tatum,BOS,2025-09-06 08:27:09.593077,19.474780323028412,10.513505455662253,8.872929561633839,45.270991704243954,Away,OPP
Jaylen Brown,BOS,2025-09-06 08:27:09.593077,35.575197367622145,6.078399985432639,6.747762166344877,35.65697154578777,Away,OPP
Stephen Curry,GSW,2025-09-06 08:27:09.593077,23.46925124786692,15.432501200148053,3.9303777444137666,32.42275057959023,Away,OPP
Kevin Durant,PHX,2025-09-06 08:27:09.593077,36.50764888663408,6.210321164250903,5.295605021613165,38.10960709891762,Away,OPP
Nikola Jokic,DEN,2025-09-06 08:27:09.593077,28.70445960698393,13.469344551902946,11.936702752099631,28.232877904160624,Away,OPP
Jimmy Butler,MIA,2025-09-06 08:27:09.593077,21.46664729977638,7.436960124917273,1.899765685056403,36.58277245952638,Away,OPP
Luka Doncic,DAL,2025-09-06 08:27:09.593077,22.02647318576856,14.96673291366903,5.976440218040161,32.15673935584169,Away,OPP
Giannis Antetokounmpo,MIL,2025-09-06 08:27:09.593077,13.358677000215804,4.003089267016193,4.6909436003432115,36.898219986936255,Away,OPP
LeBron James,LAL,2025-09-09 08:27:09.593077,19.87811883221825,5.060538317002877,10.679957037591828,38.359478289856774,Home,OPP
Anthony Davis,LAL,2025-09-09 08:27:09.593077,45.68963323804832,5.34338649733265,13.618821888130542,28.1806497559239,Home,OPP
Jayson Tatum,BOS,2025-09-09 08:27:09.593077,27.606881168832768,7.897460381598388,2.9136919487201807,32.974811791752394,Home,OPP
Jaylen Brown,BOS,2025-09-09 08:27:09.593077,14.58622741181881,9.788353627571313,2.7672891998403912,35.86695635392091,Home,OPP
Stephen Curry,GSW,2025-09-09 08:27:09.593077,17.960219082850678,6.128270659304743,4.457570573964987,33.85276602430839,Home,OPP
Kevin Durant,PHX,2025-09-09 08:27:09.593077,18.362692953563773,5.146659536490851,8.607399258518209,40.84397934973356,Home,OPP
Nikola Jokic,DEN,2025-09-09 08:27:09.593077,35.05423893807419,2.8423170313960258,0.3267369713126751,35.73559450868933,Home,OPP
Jimmy Butler,MIA,2025-09-09 08:27:09.593077,27.076539946597034,1.2948572062353545,10.547165600480671,30.84089092553424,Home,OPP
Luka Doncic,DAL,2025-09-09 08:27:09.593077,22.12639389076374,9.326683904652409,1.896868518745931,39.71104922326052,Home,OPP
Giannis Antetokounmpo,MIL,2025-09-09 08:27:09.593077,27.080438231942153,2.107747169185787,1.9072296586470765,35.30147283326499,Home,OPP
LeBron James,LAL,2025-09-12 08:27:09.593077,31.59436287285096,13.498489043149736,6.675607877064227,34.421786713387235,Away,OPP
Anthony Davis,LAL,2025-09-12 08:27:09.593077,13.993351891603135,11.86497747207762,6.631986845719241,37.14541014515727,Away,OPP
Jayson Tatum,BOS,2025-09-12 08:27:09.593077,30.943732507277545,8.323855968581412,1.7777358240309447,29.511897346541826,Away,OPP
Jaylen Brown,BOS,2025-09-12 08:27:09.593077,23.2530900340181,4.2078405583638805,3.0345200619933816,35.132507935896605,Away,OPP
Stephen Curry,GSW,2025-09-12 08:27:09.593077,16.98020731094062,10.864133319985608,4.092767466439929,27.743109471388266,Away,OPP
Kevin Durant,PHX,2025-09-12 08:27:09.593077,19.494552523932988,2.6483888917222576,5.75807033561274,28.117188854181208,Away,OPP
Nikola Jokic,DEN,2025-09-12 08:27:09.593077,22.70148629165109,4.079987669066088,4.511417592384859,36.93867054448842,Away,OPP
Jimmy Butler,MIA,2025-09-12 08:27:09.593077,28.844837928522576,3.7873915221527366,4.375940347557503,30.461881053187753,Away,OPP
Luka Doncic,DAL,2025-09-12 08:27:09.593077,28.908180204471435,8.64578802855443,2.7109114646779036,38.325966698106036,Away,OPP
Giannis Antetokounmpo,MIL,2025-09-12 08:27:09.593077,18.79585162480482,9.027796634994427,5.9986039276127,31.745866964820358,Away,OPP
LeBron James,LAL,2025-09-15 08:27:09.593077,36.217616700974816,-1.876428173365909,6.169852210333525,39.7284714499552,Home,OPP
Anthony Davis,LAL,2025-09-15 08:27:09.593077,36.04410596408842,1.3026552672284017,8.239460238486101,31.755488100938546,Home,OPP
Jayson Tatum,BOS,2025-09-15 08:27:09.593077,27.622951118301362,7.310207590006804,4.278210796293701,38.48356704725249,Home,OPP
Jaylen Brown,BOS,2025-09-15 08:27:09.593077,40.099746424972935,8.050031744803702,6.473059634293422,27.25761618168031,Home,OPP
Stephen Curry,GSW,2025-09-15 08:27:09.593077,32.484863017533634,9.687526070569342,1.699739112501125,37.9207585393953,Home,OPP
Kevin Durant,PHX,2025-09-15 08:27:09.593077,36.67016788513665,11.669680571356299,4.326057024656233,31.484959361503996,Home,OPP
Nikola Jokic,DEN,2025-09-15 08:27:09.593077,26.213883546587176,8.447058986213664,6.56674052400876,33.96396639275205,Home,OPP
Jimmy Butler,MIA,2025-09-15 08:27:09.593077,24.105141222692822,4.255915244145128,4.676414967669643,32.04529335793336,Home,OPP
Luka Doncic,DAL,2025-09-15 08:27:09.593077,24.94481444435925,10.294539851486753,2.8617314219117205,30.603754830301515,Home,OPP
Giannis Antetokounmpo,MIL,2025-09-15 08:27:09.593077,38.92049376958727,11.595738440145325,7.177943111481861,41.34254077780836,Home,OPP
LeBron James,LAL,2025-09-18 08:27:09.593077,23.69531657470347,8.79839704184034,10.178951472898952,26.906157466091283,Away,OPP
Anthony Davis,LAL,2025-09-18 08:27:09.593077,26.80795011524042,4.540014120419805,1.0009595252126742,31.261583920916912,Away,OPP
Jayson Tatum,BOS,2025-09-18 08:27:09.593077,16.26804969703742,7.885860555766593,4.874830175964423,31.49506595994708,Away,OPP
Jaylen Brown,BOS,2025-09-18 08:27:09.593077,18.11807675149529,7.2483637899532525,2.4515530441488784,30.841690112581226,Away,OPP
Stephen Curry,GSW,2025-09-18 08:27:09.593077,11.577156148337767,3.4494062524418974,8.532373805173194,35.92414676865276,Away,OPP
Kevin Durant,PHX,2025-09-18 08:27:09.593077,34.606078071185124,2.9997214594331894,0.783916147035173,28.91833846368447,Away,OPP
Nikola Jokic,DEN,2025-09-18 08:27:09.593077,32.52854963958582,14.900186942567027,3.803568260138785,34.02762539414936,Away,OPP
Jimmy Butler,MIA,2025-09-18 08:27:09.593077,25.20655578415703,11.340109224792958,3.151424703501811,29.864724143532705,Away,OPP
Luka Doncic,DAL,2025-09-18 08:27:09.593077,28.04795779496989,6.044164540317288,5.6001468997946855,36.09139495219878,Away,OPP
Giannis Antetokounmpo,MIL,2025-09-18 08:27:09.593077,20.9710152540047,8.476974308076226,5.1214999085621615,32.79785590596757,Away,OPP
LeBron James,LAL,2025-09-21 08:27:09.593077,28.093392576682362,7.697553416968405,6.236847620054274,36.98535266998537,Home,OPP
Anthony Davis,LAL,2025-09-21 08:27:09.593077,37.961638560870185,4.43703518967744,2.0468858498356255,34.31540265041625,Home,OPP
Jayson Tatum,BOS,2025-09-21 08:27:09.593077,27.746571682411428,6.622447900722006,8.325586113363798,37.040557557842575,Home,OPP
Jaylen Brown,BOS,2025-09-21 08:27:09.593077,17.97051489184653,6.371579872642792,11.077739905206833,35.7921898721037,Home,OPP
Stephen Curry,GSW,2025-09-21 08:27:09.593077,29.775555710732107,5.204153619153107,8.50805572614912,26.055683757265882,Home,OPP
Kevin Durant,PHX,2025-09-21 08:27:09.593077,17.927267189675323,7.262200601626812,8.848769332320547,25.59444203558814,Home,OPP
Nikola Jokic,DEN,2025-09-21 08:27:09.593077,9.790664491778298,5.699430237332436,5.116831438391292,28.492944164704017,Home,OPP
Jimmy Butler,MIA,2025-09-21 08:27:09.593077,17.571056471172255,9.005554997704978,12.240254695499473,32.93331761681464,Home,OPP
Luka Doncic,DAL,2025-09-21 08:27:09.593077,16.192447860805,10.498415627350324,10.439154674757791,35.45603137544101,Home,OPP
Giannis Antetokounmpo,MIL,2025-09-21 08:27:09.593077,20.663979176694845,10.47298936957538,4.065079117359849,33.644120605124584,Home,OPP
LeBron James,LAL,2025-09-24 08:27:09.593077,13.31797819235181,8.643851952063098,5.643106319004983,32.29706364879307,Away,OPP
Anthony Davis,LAL,2025-09-24 08:27:09.593077,22.652986501553887,10.066347195512982,1.3574037353516566,27.14713721020967,Away,OPP
Jayson Tatum,BOS,2025-09-24 08:27:09.593077,21.883972334139862,0.893044949709366,5.571192476703822,26.84637501801048,Away,OPP
Jaylen Brown,BOS,2025-09-24 08:27:09.593077,26.3496140160425,9.631253023056942,6.416080050721573,42.610914797618044,Away,OPP
Stephen Curry,GSW,2025-09-24 08:27:09.593077,21.64880412454581,10.613088227062132,7.05452715825114,33.80761994655094,Away,OPP
Kevin Durant,PHX,2025-09-24 08:27:09.593077,20.670582791812354,-0.26467167923614987,6.036774590721882,34.855671837695986,Away,OPP
Nikola Jokic,DEN,2025-09-24 08:27:09.593077,27.002558685745974,8.344932923060258,7.1248003887937,37.941499266590945,Away,OPP
Jimmy Butler,MIA,2025-09-24 08:27:09.593077,24.585433455615213,9.969682146188683,11.919540362748975,39.00301582403556,Away,OPP
Luka Doncic,DAL,2025-09-24 08:27:09.593077,24.143401337106358,1.0955924163836235,6.074380222917519,40.281460110660475,Away,OPP
Giannis Antetokounmpo,MIL,2025-09-24 08:27:09.593077,39.670525118910206,11.773403441060502,-0.5981051400969299,26.989670533399647,Away,OPP
LeBron James,LAL,2025-09-27 08:27:09.593077,26.98332869754666,7.492948405504283,6.376857332020447,34.61232974210807,Home,OPP
Anthony Davis,LAL,2025-09-27 08:27:09.593077,18.32984178858684,11.510629871810277,0.13571459581492817,31.396276042522295,Home,OPP
Jayson Tatum,BOS,2025-09-27 08:27:09.593077,27.48105016404115,4.123912681527872,4.049686324534809,37.437435066186865,Home,OPP
Jaylen Brown,BOS,2025-09-27 08:27:09.593077,17.58695615958735,8.125978355111835,4.360984229978711,40.29968785814545,Home,OPP
Stephen Curry,GSW,2025-09-27 08:27:09.593077,27.73929169253829,6.557558025894093,2.296645903270326,41.80711311473365,Home,OPP
Kevin Durant,PHX,2025-09-27 08:27:09.593077,37.132600576294095,12.473365351820728,6.881327786171945,43.916745367952615,Home,OPP
Nikola Jokic,DEN,2025-09-27 08:27:09.593077,40.29675370815047,12.946521507247732,-0.017311097336403236,30.980849170933446,Home,OPP
Jimmy Butler,MIA,2025-09-27 08:27:09.593077,37.218116576503775,5.6333318793748095,2.91920121053953,34.816762319639984,Home,OPP
Luka Doncic,DAL,2025-09-27 08:27:09.593077,29.81326003839316,4.881570163863929,12.525666838477973,38.42899634764083,Home,OPP
Giannis Antetokounmpo,MIL,2025-09-27 08:27:09.593077,24.130595722301177,6.97894952485351,6.604228143712091,27.694184420721555,Home,OPP
LeBron James,LAL,2025-09-30 08:27:09.593077,23.885379803685026,9.697257899399816,5.632055115614515,35.27263407740791,Away,OPP
Anthony Davis,LAL,2025-09-30 08:27:09.593077,15.82167642199471,5.394869757707992,3.154781859643157,37.18401849141084,Away,OPP
Jayson Tatum,BOS,2025-09-30 08:27:09.593077,23.810520928881882,13.746521231702129,2.9847217700173214,34.49288352759444,Away,OPP
Jaylen Brown,BOS,2025-09-30 08:27:09.593077,20.717784756355094,16.759161213381788,7.016880719481009,29.768324948425427,Away,OPP
Stephen Curry,GSW,2025-09-30 08:27:09.593077,42.968320694378676,13.978216119616066,2.2947888114720687,39.63105674864367,Away,OPP
Kevin Durant,PHX,2025-09-30 08:27:09.593077,23.809561511642613,7.880083152972779,6.411732472382233,28.7086952233398,Away,OPP
Nikola Jokic,DEN,2025-09-30 08:27:09.593077,12.097879420054339,11.978828840685686,6.71000429501286,38.80625815524772,Away,OPP
Jimmy Butler,MIA,2025-09-30 08:27:09.593077,17.4692794677767,10.25605705466493,4.349873831566336,36.92046689853158,Away,OPP
Luka Doncic,DAL,2025-09-30 08:27:09.593077,34.54291972722941,4.3003846711143785,4.804545058104699,38.03103450252246,Away,OPP
Giannis Antetokounmpo,MIL,2025-09-30 08:27:09.593077,23.51685717153571,4.517237645036424,3.403138214854005,35.99309561170317,Away,OPP
LeBron James,LAL,2025-10-03 08:27:09.593077,34.1138203262995,10.563443221644429,7.624652297375505,46.965226540918735,Home,OPP
Anthony Davis,LAL,2025-10-03 08:27:09.593077,22.010231503115318,8.76447361324045,3.452070539653461,34.21676243180185,Home,OPP
Jayson Tatum,BOS,2025-10-03 08:27:09.593077,24.858854271743123,7.9897144795145945,8.196834932125217,31.398733209984307,Home,OPP
Jaylen Brown,BOS,2025-10-03 08:27:09.593077,22.56675914026033,9.809934536286468,7.738937148601566,28.93841279160134,Home,OPP
Stephen Curry,GSW,2025-10-03 08:27:09.593077,20.141980701638474,0.17526559428885768,2.630454459484362,37.754209325025116,Home,OPP
Kevin Durant,PHX,2025-10-03 08:27:09.593077,11.14441095743233,6.6453081873968145,6.401368305449111,39.6527284448348,Home,OPP
Nikola Jokic,DEN,2025-10-03 08:27:09.593077,13.974402382173345,2.8842303688964313,8.060244851498428,35.457111748986996,Home,OPP
Jimmy Butler,MIA,2025-10-03 08:27:09.593077,15.794870725651373,2.2963329171079163,8.846112945519955,30.394962615148287,Home,OPP
Luka Doncic,DAL,2025-10-03 08:27:09.593077,27.615282080907694,11.563252493737275,2.539900344058661,29.316375832021716,Home,OPP
Giannis Antetokounmpo,MIL,2025-10-03 08:27:09.593077,16.79796798569282,4.519924556169139,6.259335869742292,29.13206964756421,Home,OPP
LeBron James,LAL,2025-10-06 08:27:09.593077,30.75344113075464,-0.29975195551056366,7.1202683637057325,35.65784924374689,Away,OPP
Anthony Davis,LAL,2025-10-06 08:27:09.593077,29.173000990713696,8.046610844888889,1.756770651768341,25.528882749497065,Away,OPP
Jayson Tatum,BOS,2025-10-06 08:27:09.593077,19.883373025904444,14.626758751848055,11.988677586859076,44.198801391150255,Away,OPP
Jaylen Brown,BOS,2025-10-06 08:27:09.593077,11.459635775722253,10.749131179724866,5.252949756868819,34.798151483125984,Away,OPP
Stephen Curry,GSW,2025-10-06 08:27:09.593077,17.330896916567617,10.124743257453993,8.817697787077186,35.64602242390973,Away,OPP
Kevin Durant,PHX,2025-10-06 08:27:09.593077,20.166943263714273,7.5389357430177855,6.976381674332988,39.63846679658309,Away,OPP
Nikola Jokic,DEN,2025-10-06 08:27:09.593077,19.36423622949536,9.9645208301848,10.744829443489557,36.61020879342207,Away,OPP
Jimmy Butler,MIA,2025-10-06 08:27:09.593077,30.648915251274552,11.131154678827723,0.8944948029508692,38.55786492388425,Away,OPP
Luka Doncic,DAL,2025-10-06 08:27:09.593077,14.440222565421053,8.180881048929427,4.083798178287954,35.26378165813012,Away,OPP
Giannis Antetokounmpo,MIL,2025-10-06 08:27:09.593077,29.09123675522838,13.114825675213286,6.809043113645259,43.00722628371977,Away,OPP
LeBron James,LAL,2025-10-09 08:27:09.593077,34.206093933524876,12.684314882899145,6.7069431551771,38.36036289132437,Home,OPP
Anthony Davis,LAL,2025-10-09 08:27:09.593077,32.59430196661318,14.169447686756666,6.255398660601645,35.667388200629624,Home,OPP
Jayson Tatum,BOS,2025-10-09 08:27:09.593077,43.53028714974414,7.9973127838405125,4.0702744073835575,23.586753247648176,Home,OPP
Jaylen Brown,BOS,2025-10-09 08:27:09.593077,11.352068940124278,10.257681178183999,4.661188059910577,40.126268313831105,Home,OPP
Stephen Curry,GSW,2025-10-09 08:27:09.593077,25.479011084449475,8.671982567962687,-0.8610889816036895,29.22117425541091,Home,OPP
Kevin Durant,PHX,2025-10-09 08:27:09.593077,31.523026270846238,5.400534644344422,6.185654001376364,34.962710831935354,Home,OPP
Nikola Jokic,DEN,2025-10-09 08:27:09.593077,29.430221305947114,14.274895376085494,4.166657150432455,21.9864791985822,Home,OPP
Jimmy Butler,MIA,2025-10-09 08:27:09.593077,20.092032917924055,10.713307595765817,7.08086737749225,35.38481047427012,Home,OPP
Luka Doncic,DAL,2025-10-09 08:27:09.593077,12.13006555207016,2.436670955559981,2.6085058080469397,37.118203100541756,Home,OPP
Giannis Antetokounmpo,MIL,2025-10-09 08:27:09.593077,25.996216084868475,12.502420318512023,5.54981632909095,42.976521110624915,Home,OPP
LeBron James,LAL,2025-10-12 08:27:09.593077,28.12428074415331,9.82568280341992,8.029754433990437,25.765686122437984,Away,OPP
Anthony Davis,LAL,2025-10-12 08:27:09.593077,20.302807291551268,2.707908820798467,4.708698595268947,36.08962404236444,Away,OPP
Jayson Tatum,BOS,2025-10-12 08:27:09.593077,28.57552100894305,13.697886119609315,10.087420028264166,30.908939107851413,Away,OPP
Jaylen Brown,BOS,2025-10-12 08:27:09.593077,23.329093223194903,8.675279542315808,6.024984862580392,39.39158591698805,Away,OPP
Stephen Curry,GSW,2025-10-12 08:27:09.593077,28.453639566417575,4.713098790926924,6.118600335095048,34.153219796158915,Away,OPP
Kevin Durant,PHX,2025-10-12 08:27:09.593077,26.717784760214442,2.5215085097383687,4.217903991048706,30.487299960972237,Away,OPP
Nikola Jokic,DEN,2025-10-12 08:27:09.593077,32.981446180075785,8.554392532864231,6.220343334671606,35.16225906794978,Away,OPP
Jimmy Butler,MIA,2025-10-12 08:27:09.593077,22.72863750343994,3.6302743534915125,2.600190935363897,32.65127195248131,Away,OPP
Luka Doncic,DAL,2025-10-12 08:27:09.593077,11.832455299458172,9.665273872848166,4.960578003058223,34.63989995551733,Away,OPP
Giannis Antetokounmpo,MIL,2025-10-12 08:27:09.593077,20.466348030577606,5.945485238666137,6.521029609081311,23.692121028859766,Away,OPP
LeBron James,LAL,2025-10-15 08:27:09.593077,30.704494460667366,5.059315103302648,7.056607496525614,29.044274369121865,Home,OPP
Anthony Davis,LAL,2025-10-15 08:27:09.593077,21.279525355509556,3.715749444768118,0.2865599240453287,27.889222044434604,Home,OPP
Jayson Tatum,BOS,2025-10-15 08:27:09.593077,33.37771442231233,15.11168608308243,10.444756694774714,32.81400989091599,Home,OPP
Jaylen Brown,BOS,2025-10-15 08:27:09.593077,28.701044161345724,7.067861175666191,0.13466544678491843,23.799339299414697,Home,OPP
Stephen Curry,GSW,2025-10-15 08:27:09.593077,28.06895884492621,8.529649850687868,5.989984073353161,26.599827561353038,Home,OPP
Kevin Durant,PHX,2025-10-15 08:27:09.593077,27.68617237548867,8.420673695273692,4.232624963018873,35.048631371920685,Home,OPP
Nikola Jokic,DEN,2025-10-15 08:27:09.593077,32.99928543987798,4.115022161364173,6.8516183657829695,26.706577115723526,Home,OPP
Jimmy Butler,MIA,2025-10-15 08:27:09.593077,22.927064105704854,8.48398629612848,4.20515592934765,27.399800953253852,Home,OPP
Luka Doncic,DAL,2025-10-15 08:27:09.593077,23.114814921136883,9.463358253499582,9.279753603164659,33.62769440764203,Home,OPP
Giannis Antetokounmpo,MIL,2025-10-15 08:27:09.593077,40.728388237634114,8.276417852308105,6.860732244597035,34.668178773360474,Home,OPP
LeBron James,LAL,2025-10-18 08:27:09.593077,33.91986696518419,9.983419835787243,5.239218001145494,32.85751587999623,Away,OPP
Anthony Davis,LAL,2025-10-18 08:27:09.593077,19.0019308779571,6.312400028551794,8.22579146424842,33.46921671049127,Away,OPP
Jayson Tatum,BOS,2025-10-18 08:27:09.593077,34.301376758735,15.536807296659536,5.8423338563344,34.51376728918978,Away,OPP
Jaylen Brown,BOS,2025-10-18 08:27:09.593077,32.860236960717735,9.37819438060137,7.315089066139979,36.17025641773291,Away,OPP
Stephen Curry,GSW,2025-10-18 08:27:09.593077,38.74243719292495,8.531982816029394,7.311207666909171,38.44400139762776,Away,OPP
Kevin Durant,PHX,2025-10-18 08:27:09.593077,26.514730548849613,2.386963994855602,2.441056962323052,32.61871453217993,Away,OPP
Nikola Jokic,DEN,2025-10-18 08:27:09.593077,18.50731553104732,2.7749902628907783,2.712019254638799,39.40707410609878,Away,OPP
Jimmy Butler,MIA,2025-10-18 08:27:09.593077,31.699328413543626,4.147331694632881,5.688229919662116,32.979641704962894,Away,OPP
Luka Doncic,DAL,2025-10-18 08:27:09.593077,27.33003174102283,10.067489357692743,-0.5596757318614296,42.70535146839592,Away,OPP
Giannis Antetokounmpo,MIL,2025-10-18 08:27:09.593077,16.275615774608163,7.245205760980609,10.141760455400474,43.22296628847151,Away,OPP
LeBron James,LAL,2025-10-21 08:27:09.593077,27.71501212362372,6.498773464375563,11.935669558928948,31.648568456351953,Home,OPP
Anthony Davis,LAL,2025-10-21 08:27:09.593077,38.45859999482708,17.04535184733933,6.810570904403007,34.714286018208185,Home,OPP
Jayson Tatum,BOS,2025-10-21 08:27:09.593077,19.18488198726191,7.7831653723267795,0.9545107815803684,27.984282973124493,Home,OPP
Jaylen Brown,BOS,2025-10-21 08:27:09.593077,21.349994405751374,4.228179554202366,5.4948119765259325,34.169292009166355,Home,OPP
Stephen Curry,GSW,2025-10-21 08:27:09.593077,25.465109332756033,5.949494141987281,4.680939248723426,33.78182686498949,Home,OPP
Kevin Durant,PHX,2025-10-21 08:27:09.593077,20.50226588516043,5.566014549218079,4.520187732544361,33.61936686973819,Home,OPP
Nikola Jokic,DEN,2025-10-21 08:27:09.593077,24.85443971537585,8.652175544678437,8.03998122315619,37.82333991554914,Home,OPP
Jimmy Butler,MIA,2025-10-21 08:27:09.593077,34.482615389132874,15.558387162213661,-1.258828089391013,37.8156999175215,Home,OPP
Luka Doncic,DAL,2025-10-21 08:27:09.593077,23.481761432711945,4.184358192089494,7.095110463067793,36.917685930696294,Home,OPP
Giannis Antetokounmpo,MIL,2025-10-21 08:27:09.593077,23.998934121166915,10.668374357139673,1.470790293145197,39.78603157149516,Home,OPP
LeBron James,LAL,2025-10-24 08:27:09.593077,24.838895080918153,5.589185044164255,9.582508184677135,27.327288640846298,Away,OPP
Anthony Davis,LAL,2025-10-24 08:27:09.593077,19.639458588574048,5.573093508840058,7.871240220894746,30.701384680815735,Away,OPP
Jayson Tatum,BOS,2025-10-24 08:27:09.593077,27.300236264373183,6.0612142612482165,1.087353626973517,35.03929309197068,Away,OPP
Jaylen Brown,BOS,2025-10-24 08:27:09.593077,19.016445944888964,8.159246410594518,5.417626091158601,32.84941309941244,Away,OPP
Stephen Curry,GSW,2025-10-24 08:27:09.593077,29.960405172627077,4.6756046228656505,4.107035324907294,29.523990153543984,Away,OPP
Kevin Durant,PHX,2025-10-24 08:27:09.593077,27.52813588245836,12.552148598457414,8.341835811675905,36.90723374691481,Away,OPP
Nikola Jokic,DEN,2025-10-24 08:27:09.593077,38.99552086948125,5.470898420182282,5.029843987885706,34.95218459686779,Away,OPP
Jimmy Butler,MIA,2025-10-24 08:27:09.593077,22.266210818461186,4.597271276815299,2.6952075701236637,44.619484689925436,Away,OPP
Luka Doncic,DAL,2025-10-24 08:27:09.593077,30.13980045060032,9.952076212537616,9.06192279409532,32.317419495478546,Away,OPP
Giannis Antetokounmpo,MIL,2025-10-24 08:27:09.593077,36.660000914405444,-0.7531956328682003,7.352160885807814,30.048411216694195,Away,OPP
LeBron James,LAL,2025-10-27 08:27:09.593077,28.631768703970483,3.972010619169917,2.351016904477362,30.58402442608445,Home,OPP
Anthony Davis,LAL,2025-10-27 08:27:09.593077,17.605918652472027,16.061324218303795,6.3982115618632855,35.457982339597976,Home,OPP
Jayson Tatum,BOS,2025-10-27 08:27:09.593077,22.93422426444532,7.602609452346521,6.15990253124092,23.154952484022107,Home,OPP
Jaylen Brown,BOS,2025-10-27 08:27:09.593077,18.458477748857394,11.373348915314534,5.251882118996776,33.659886645870024,Home,OPP
